Sat Feb  1 14:06:11 2020
市,确诊,疑似,治愈,死亡
武汉,3215,0,106,192
黄冈,726,0,17,14
孝感,628,0,2,12
襄阳,347,0,0,0
随州,304,0,0,1
荆州,287,0,1,4
宜昌,276,0,0,1
荆门,251,0,1,5
鄂州,227,0,0,9
黄石,209,0,0,2
咸宁,206,0,1,0
十堰,177,0,0,0
仙桃,97,0,0,1
恩施,87,0,0,0
天门,82,0,0,7
潜江,27,0,0,1
神农架林区,7,0,2,0
温州,241,0,8,0
杭州,98,0,0,0
台州,95,0,1,0
宁波,55,0,1,0
金华,34,0,3,0
绍兴,24,0,0,0
嘉兴,18,0,0,0
衢州,13,0,0,0
丽水,8,0,1,0
舟山,7,0,1,0
湖州,6,0,0,0
深圳,170,0,4,0
广州,137,0,1,0
珠海,38,0,1,0
佛山,38,0,1,0
东莞,21,0,0,0
惠州,20,0,1,0
中山,18,0,0,0
汕头,14,0,0,0
湛江,13,0,1,0
阳江,10,0,0,0
肇庆,6,0,0,0
清远,6,0,1,0
揭阳,6,0,0,0
梅州,5,0,0,0
韶关,4,0,0,0
汕尾,4,0,0,0
茂名,3,0,0,0
江门,3,0,0,0
潮州,3,0,0,0
河源,1,0,0,0
信阳,70,0,0,0
南阳,66,0,0,2
郑州,56,0,1,0
驻马店,40,0,0,0
周口,38,0,1,0
商丘,29,0,0,0
安阳市,24,0,0,0
新乡,21,0,0,0
漯河市,14,0,0,0
许昌,12,0,0,0
平顶山,11,0,0,0
开封,8,0,0,0
三门峡,7,0,0,0
永城,7,0,0,0
鹤壁,6,0,0,0
洛阳,5,0,0,0
濮阳,3,0,0,0
焦作,2,0,0,0
长垣县,2,0,0,0
滑县,1,0,0,0
长沙,86,0,1,0
岳阳,45,0,0,0
邵阳,41,0,0,0
常德,39,0,0,0
怀化,28,0,1,0
娄底,26,0,0,0
衡阳,26,0,0,0
益阳,24,0,0,0
株洲,22,0,0,0
永州,18,0,0,0
湘潭,13,0,0,0
郴州,13,0,1,0
湘西自治州,6,0,0,0
张家界,2,0,0,0
合肥,59,0,1,0
阜阳,47,0,0,0
安庆,31,0,0,0
亳州,25,0,1,0
马鞍山,22,0,0,0
蚌埠,16,0,0,0
铜陵,16,0,0,0
芜湖,15,0,0,0
六安,13,0,1,0
宿州,12,0,0,0
黄山,9,0,0,0
淮南,6,0,0,0
宿松,6,0,0,0
滁州,6,0,0,0
淮北,6,0,0,0
池州,4,0,0,0
宣城,4,0,0,0
南昌,83,0,1,0
九江,43,0,0,0
新余,40,0,2,0
赣州,30,0,0,0
宜春,29,0,0,0
抚州,18,0,0,0
上饶,16,0,1,0
吉安,11,0,1,0
萍乡,9,0,1,0
鹰潭,4,0,0,0
景德镇,3,0,1,0
万州区,33,0,0,0
云阳县,17,0,0,0
开州区,16,0,0,0
忠县,12,0,0,0
江北区,12,0,0,0
渝北区,11,0,0,0
巫溪县,10,0,0,0
两江新区,10,0,0,0
长寿区,10,0,0,0
垫江县,10,0,0,0
石柱县,10,0,0,0
九龙坡区,9,0,0,1
合川区,8,0,0,0
璧山区,8,0,0,0
渝中区,7,0,0,0
大渡口区,6,0,0,0
巫山县,6,0,1,0
奉节县,5,0,0,0
綦江区,4,0,0,0
大足区,4,0,0,0
丰都县,4,0,0,0
江津区,3,0,0,0
永川区,3,0,0,0
南岸区,3,0,0,0
铜梁区,2,0,0,0
潼南区,2,0,0,0
梁平区,2,0,0,0
黔江区,2,0,0,0
荣昌区,2,0,0,0
沙坪坝区,2,0,0,0
涪陵区,1,0,0,0
巴南区,1,0,0,0
城口县,1,0,0,0
秀山县,1,0,0,0
武隆区,1,0,0,0
成都,72,0,3,1
广安,16,0,0,0
南充,16,0,0,0
绵阳,12,0,0,0
内江,10,0,0,0
达州,9,0,0,0
自贡,9,0,0,0
巴中,8,0,0,0
德阳,7,0,0,0
宜宾,7,0,0,0
攀枝花,7,0,0,0
遂宁,5,0,0,0
雅安,5,0,0,0
泸州,5,0,0,0
甘孜州,5,0,0,0
凉山州,5,0,0,0
乐山,2,0,0,0
眉山,2,0,0,0
资阳,2,0,0,0
广元,2,0,0,0
阿坝州,1,0,0,0
威海,24,0,0,0
临沂,23,0,0,0
青岛,21,0,1,0
烟台,20,0,0,0
济南,18,0,0,0
德州,17,0,1,0
枣庄,11,0,0,0
日照,10,0,0,0
济宁,10,0,0,0
淄博,10,0,0,0
潍坊,9,0,0,0
滨州,9,0,0,0
菏泽,8,0,0,0
聊城,7,0,0,0
泰安,5,0,0,0
苏州,34,0,2,0
南京,28,0,2,0
徐州,23,0,0,0
泰州,17,0,0,0
常州,14,0,0,0
连云港,13,0,1,0
无锡,13,0,0,0
扬州,13,0,0,0
盐城,13,0,0,0
南通,12,0,0,0
淮安,12,0,0,0
宿迁,8,0,0,0
镇江,2,0,0,0
外地来沪人员,73,0,5,1
浦东新区,32,0,0,0
静安区,8,0,0,0
宝山区,8,0,0,0
闵行区,7,0,0,0
长宁区,7,0,0,0
徐汇区,7,0,0,0
虹口区,5,0,0,0
黄浦区,5,0,0,0
奉贤区,5,0,0,0
松江区,3,0,0,0
青浦区,2,0,0,0
杨浦区,2,0,0,0
嘉定区,2,0,0,0
普陀区,2,0,0,0
金山区,1,0,0,0
未知地区,0,0,5,0
海淀区,35,0,0,0
朝阳区,27,0,0,0
大兴区,19,0,2,0
西城区,17,0,0,0
通州区,13,0,0,0
丰台区,12,0,0,0
昌平区,12,0,0,0
外地来京人员,11,0,2,0
石景山区,3,0,0,0
东城区,3,0,0,0
顺义区,2,0,0,0
门头沟区,1,0,0,0
怀柔区,1,0,0,1
福州,39,0,0,0
莆田,25,0,0,0
泉州,24,0,0,0
厦门,17,0,0,0
漳州,11,0,0,0
三明,10,0,0,0
宁德,9,0,0,0
南平,8,0,0,0
龙岩,1,0,0,0
西安,39,0,0,0
安康,14,0,0,0
汉中,13,0,0,0
咸阳,8,0,0,0
延安,7,0,0,0
宝鸡,6,0,0,0
铜川,5,0,0,0
渭南,5,0,0,0
商洛,2,0,0,0
榆林,1,0,0,0
韩城,1,0,0,0
北海,23,0,0,0
桂林,21,0,0,0
南宁,16,0,0,0
柳州,12,0,0,0
防城港,8,0,1,0
河池,6,0,0,0
梧州,5,0,1,0
玉林,5,0,0,0
百色,2,0,0,0
钦州,1,0,0,0
贺州,1,0,0,0
沧州,19,0,0,1
石家庄,12,0,0,0
保定,11,0,0,0
廊坊,11,0,0,0
邯郸,10,0,0,0
邢台,10,0,0,0
唐山,8,0,0,0
张家口,8,0,0,0
衡水,4,0,0,0
承德,2,0,0,0
秦皇岛,1,0,0,0
昆明,30,0,0,0
西双版纳,12,0,0,0
玉溪,7,0,0,0
保山,7,0,0,0
丽江,6,0,0,0
大理,6,0,0,0
昭通,6,0,0,0
曲靖,5,0,0,0
红河,4,0,1,0
普洱,4,0,0,0
德宏,3,0,0,0
临沧,1,0,0,0
哈尔滨,25,0,0,0
绥化,13,0,0,2
佳木斯,11,0,0,0
大庆,8,0,0,0
牡丹江,6,0,0,0
七台河,5,0,0,0
鸡西,4,0,0,0
齐齐哈尔,3,0,0,0
双鸭山,2,0,0,0
大兴安岭,2,0,0,0
鹤岗,1,0,0,0
三亚,15,0,1,0
海口,11,0,0,0
万宁,8,0,0,0
儋州,6,0,0,0
琼海市,5,0,0,0
陵水县,5,0,0,0
临高县,3,0,0,0
澄迈县,2,0,0,1
东方市,1,0,0,0
琼中县,1,0,0,0
定安,1,0,0,0
昌江,1,0,0,0
乐东,1,0,0,0
沈阳,13,0,0,0
大连,8,0,1,0
锦州,7,0,0,0
盘锦,7,0,0,0
朝阳,6,0,0,0
丹东,5,0,0,0
葫芦岛,5,0,0,0
本溪,3,0,0,0
铁岭,2,0,0,0
营口,1,0,0,0
辽阳,1,0,0,0
鞍山,1,0,0,0
阜新,1,0,0,0
晋中,11,0,0,0
运城,10,0,0,0
大同,6,0,0,0
吕梁,5,0,0,0
太原,4,0,1,0
长治,3,0,0,0
朔州,3,0,0,0
晋城,2,0,0,0
阳泉,1,0,0,0
临汾,1,0,0,0
忻州,1,0,0,0
河北区,9,0,0,0
河东区,6,0,0,0
外地来津人员,4,0,0,0
河西区,3,0,0,0
和平区,3,0,0,0
宝坻区,3,0,0,0
西青区,2,0,0,0
滨海新区,2,0,0,0
南开区,2,0,0,0
红桥区,2,0,0,0
宁河区,1,0,0,0
兰州,20,0,0,0
陇南,3,0,0,0
天水市,3,0,0,0
临夏,2,0,0,0
定西,2,0,0,0
张掖,2,0,0,0
白银市,1,0,0,0
金昌市,1,0,0,0
平凉市,1,0,0,0
六盘水,8,0,0,0
黔南州,4,0,0,0
贵阳,4,0,1,0
遵义,4,0,0,0
铜仁,3,0,1,0
毕节,3,0,0,0
黔东南州,2,0,0,0
黔西南州,1,0,0,0
银川,15,0,0,0
吴忠,6,0,0,0
中卫,2,0,0,0
固原,2,0,0,0
宁东管委会,1,0,0,0
鄂尔多斯,5,0,0,0
包头,3,0,0,0
巴彦淖尔,3,0,0,0
呼和浩特,2,0,0,0
呼伦贝尔,2,0,1,0
锡林郭勒盟,2,0,0,0
赤峰,2,0,0,0
乌兰察布,2,0,0,0
兴安盟,1,0,0,0
通辽,1,0,0,0
乌鲁木齐,8,0,0,0
伊犁州,5,0,0,0
吐鲁番,1,0,0,0
第七师,1,0,0,0
第八师,1,0,0,0
阿克苏,1,0,0,0
第九师,1,0,0,0
长春,7,0,1,0
吉林,3,0,0,0
松原,2,0,0,0
延边,2,0,0,0
四平市,1,0,0,0
公主岭,1,0,0,0
通化,1,0,0,0
西宁市,9,0,0,0
