Wed Jan 29 10:57:47 2020
市,确诊,疑似,治愈,死亡
临高县,1,0,0,0
陵水县,1,0,0,0
琼海市,1,0,0,0
东方市,1,0,0,0
琼中县,1,0,0,0
哈尔滨,11,0,0,0
绥化,8,0,0,1
大庆,5,0,0,0
佳木斯,5,0,0,0
齐齐哈尔,3,0,0,0
七台河,2,0,0,0
牡丹江,1,0,0,0
双鸭山,1,0,0,0
鸡西,1,0,0,0
沈阳,8,0,0,0
大连,5,0,0,0
丹东,5,0,0,0
锦州,4,0,0,0
朝阳,3,0,0,0
葫芦岛,3,0,0,0
本溪,2,0,0,0
铁岭,2,0,0,0
盘锦,2,0,0,0
营口,1,0,0,0
辽阳,1,0,0,0
晋中,9,0,0,0
运城,4,0,0,0
太原,3,0,0,0
大同,3,0,0,0
吕梁,3,0,0,0
朔州市,2,0,0,0
阳泉,1,0,0,0
长治,1,0,0,0
临汾市,1,0,0,0
河北区,7,0,0,0
河东区,6,0,0,0
外地来津,3,0,0,0
河西区,3,0,0,0
西青区,2,0,0,0
滨海新区,1,0,0,0
和平区,1,0,0,0
南开区,1,0,0,0
红桥区,1,0,0,0
兰州,14,0,0,0
临夏,2,0,0,0
张掖,2,0,0,0
白银市,1,0,0,0
定西,1,0,0,0
陇南,1,0,0,0
金昌市,1,0,0,0
天水市,1,0,0,0
平凉市,1,0,0,0
包头,3,0,0,0
呼和浩特,2,0,0,0
呼伦贝尔,2,0,0,0
锡林郭勒盟,2,0,0,0
鄂尔多斯,2,0,0,0
赤峰,2,0,0,0
兴安盟,1,0,0,0
通辽,1,0,0,0
巴彦淖尔,1,0,0,0
乌鲁木齐,6,0,0,0
伊犁州,4,0,0,0
吐鲁番市,1,0,0,0
第七师,1,0,0,0
第八师石河子市,1,0,0,0
银川,7,0,0,0
吴忠,3,0,0,0
中卫,1,0,0,0
固原,1,0,0,0
黔南州,4,0,0,0
铜仁,2,0,0,0
贵阳,1,0,0,0
黔西南州,1,0,0,0
六盘水,1,0,0,0
吉林,3,0,0,0
松原,2,0,0,0
长春,1,0,0,0
四平市,1,0,0,0
公主岭,1,0,0,0
通化,1,0,0,0
西宁,6,0,0,0
