Fri Feb 28 18:17:38 2020
市,确诊,疑似,治愈,死亡
白城,1,0,0,0
吉林市,5,0,5,0
延边,5,0,5,0
松原,2,0,2,0
梅河口,1,0,1,0
昆明,53,0,48,0
昭通,25,0,20,0
玉溪,14,0,12,1
曲靖,13,0,12,0
大理州,13,0,12,0
红河州,9,0,8,0
保山,9,0,8,0
德宏州,5,0,4,0
西双版纳,15,0,14,1
丽江,7,0,7,0
普洱,4,0,4,0
楚雄州,4,0,4,0
文山州,2,0,2,0
临沧,1,0,1,0
平凉,9,0,6,0
兰州,36,0,32,2
定西,9,0,8,0
庆阳,3,0,2,0
天水,12,0,12,0
甘南,8,0,8,0
白银,4,0,4,0
陇南,4,0,4,0
临夏,3,0,3,0
张掖,2,0,2,0
金昌,1,0,1,0
吴忠,28,0,26,0
银川,33,0,32,0
中卫,4,0,3,0
固原,5,0,5,0
宁东,1,0,1,0
石嘴山,1,0,1,0
西宁,15,0,15,0
海北州,3,0,3,0
拉萨,1,0,1,0
