Wed Feb 12 21:07:41 2020
市,确诊,疑似,治愈,死亡
沧州,37,0,12,1
唐山,33,0,3,0
保定,31,0,11,0
邯郸,29,0,5,0
廊坊,28,0,8,0
石家庄,27,0,3,0
邢台,21,0,5,1
张家口,21,0,3,0
秦皇岛,9,0,1,0
衡水,8,0,2,0
承德,7,0,1,0
西安,110,0,15,0
安康,22,0,5,0
汉中,21,0,1,0
咸阳,17,0,4,0
渭南,14,0,0,0
宝鸡,13,0,5,0
延安,8,0,6,0
铜川,8,0,4,0
商洛,7,0,1,0
榆林,3,0,1,0
韩城,1,0,0,0
杨凌,1,0,0,0
待明确地区,0,0,1,0
南宁,44,0,9,0
北海,39,0,4,0
桂林,31,0,5,0
柳州,22,0,6,0
河池,21,0,0,1
防城港,17,0,1,0
来宾,11,0,0,0
玉林,9,0,1,0
钦州,8,0,0,0
贵港,8,0,0,0
梧州,5,0,5,0
贺州,4,0,0,0
百色,3,0,0,0
三亚,54,0,11,1
海口,29,0,10,0
儋州,15,0,1,0
万宁,13,0,1,0
澄迈,8,0,1,1
昌江,7,0,0,0
临高,6,0,1,0
琼海,6,0,0,1
陵水,4,0,0,0
东方,3,0,1,0
定安,3,0,0,0
文昌,3,0,0,0
保亭,3,0,0,0
乐东,2,0,0,0
琼中,1,0,1,0
昆明,46,0,7,0
西双版纳,15,0,2,0
玉溪,14,0,3,0
昭通,14,0,2,0
曲靖,13,0,1,0
大理州,13,0,2,0
保山,9,0,0,0
丽江,7,0,2,0
红河州,7,0,3,0
德宏州,5,0,2,0
普洱,4,0,0,0
楚雄州,4,0,0,0
文山州,2,0,0,0
临沧,1,0,0,0
待明确地区,0,0,1,0
贵阳,31,0,3,0
遵义,25,0,1,0
毕节,22,0,2,0
黔南州,17,0,3,0
铜仁,10,0,5,0
六盘水,10,0,1,1
黔东南州,10,0,2,0
黔西南州,4,0,1,0
安顺,4,0,0,0
晋中,34,0,8,0
运城,19,0,8,0
太原,18,0,3,0
大同,11,0,4,0
长治,8,0,0,0
晋城,8,0,2,0
朔州,7,0,2,0
忻州,7,0,0,0
吕梁,6,0,5,0
阳泉,4,0,0,0
临汾,2,0,1,0
沈阳,28,0,7,0
大连,16,0,4,0
锦州,12,0,1,0
葫芦岛,11,0,0,0
盘锦,11,0,0,0
阜新,8,0,0,0
铁岭,7,0,1,0
丹东,7,0,3,0
朝阳,6,0,2,0
本溪,3,0,0,0
辽阳,3,0,1,0
鞍山,3,0,0,0
营口,1,0,1,0
宝坻区,41,0,1,1
河东区,13,0,2,1
河北区,12,0,2,0
和平区,6,0,1,0
外地来津人员,6,0,1,0
北辰区,5,0,0,0
南开区,4,0,0,0
河西区,4,0,1,0
西青区,4,0,1,0
宁河区,4,0,0,0
东丽区,4,0,0,0
滨海新区,3,0,0,0
红桥区,2,0,1,0
津南区,1,0,0,0
武清区,1,0,0,0
待明确地区,0,0,1,0
兰州,35,0,14,2
天水,12,0,6,0
定西,8,0,2,0
平凉,8,0,0,0
甘南,6,0,1,0
白银,4,0,0,0
陇南,4,0,0,0
临夏,3,0,2,0
庆阳,3,0,1,0
张掖,2,0,1,0
金昌,1,0,1,0
长春,42,0,11,0
四平市,12,0,2,1
公主岭,6,0,1,0
辽源,6,0,1,0
吉林市,5,0,3,0
延边,5,0,2,0
通化,3,0,0,0
松原,2,0,1,0
梅河口,1,0,0,0
白城,1,0,0,0
鄂尔多斯,11,0,2,0
包头,11,0,0,0
呼和浩特,7,0,0,0
呼伦贝尔,6,0,1,0
通辽,6,0,0,0
巴彦淖尔,6,0,0,0
赤峰,5,0,2,0
乌兰察布,3,0,0,0
锡林郭勒盟,2,0,1,0
乌海市,2,0,0,0
兴安盟,1,0,0,0
乌鲁木齐,20,0,2,0
伊犁州,12,0,0,0
兵团第四师,9,0,0,0
兵团第九师,4,0,0,0
昌吉州,4,0,0,0
巴州,3,0,0,0
兵团第八师石河子市,2,0,0,0
吐鲁番市,1,0,1,0
兵团第七师,1,0,0,0
阿克苏地区,1,0,0,0
兵团第六师五家渠市,1,0,0,0
兵团第十二师,1,0,0,0
银川,31,0,12,0
吴忠,19,0,6,0
中卫,3,0,2,0
固原,3,0,2,0
宁东,1,0,1,0
石嘴山,1,0,1,0
西宁,15,0,8,0
海北州,3,0,1,0
拉萨,1,0,1,0
