Sun Feb  9 13:45:45 2020
市,确诊,疑似,治愈,死亡
菏泽,14,0,3,0
滨州,11,0,4,0
成都,120,0,35,1
南充,32,0,2,0
广安,28,0,3,0
达州,25,0,5,0
巴中,21,0,1,0
绵阳,20,0,3,0
内江,17,0,2,0
甘孜州,17,0,0,0
德阳,16,0,0,0
泸州,16,0,2,0
攀枝花,13,0,3,0
自贡,9,0,2,0
宜宾,9,0,0,0
凉山州,9,0,0,0
遂宁,8,0,2,0
眉山,7,0,1,0
雅安,6,0,1,0
广元,6,0,1,0
乐山,3,0,0,0
资阳,3,0,0,0
阿坝州,1,0,0,0
朝阳区,55,0,0,0
海淀区,52,0,0,0
西城区,38,0,0,0
大兴区,35,0,2,0
丰台区,27,0,3,0
外地来京人员,24,0,2,0
昌平区,17,0,0,0
通州区,16,0,1,0
房山区,14,0,0,0
石景山区,13,0,0,0
顺义区,10,0,0,0
东城区,9,0,0,0
怀柔区,7,0,0,0
密云区,5,0,0,0
门头沟区,3,0,0,0
延庆区,1,0,0,0
待明确地区,0,0,29,2
哈尔滨,114,0,9,0
双鸭山,38,0,1,2
绥化,35,0,1,3
鸡西,34,0,0,0
齐齐哈尔,27,0,0,0
大庆,13,0,0,1
佳木斯,13,0,1,0
七台河,13,0,0,0
牡丹江,12,0,1,0
鹤岗,4,0,0,0
大兴安岭,2,0,0,0
黑河,2,0,0,0
外地来沪人员,97,0,20,1
浦东新区,56,0,8,0
宝山区,17,0,0,0
静安区,16,0,3,0
徐汇区,16,0,1,0
闵行区,14,0,2,0
松江区,14,0,0,0
长宁区,11,0,1,0
奉贤区,9,0,1,0
普陀区,8,0,0,0
虹口区,7,0,1,0
杨浦区,7,0,0,0
嘉定区,6,0,1,0
青浦区,5,0,2,0
黄浦区,5,0,1,0
金山区,2,0,0,0
崇明区,2,0,0,0
福州,62,0,10,0
莆田,47,0,1,0
泉州,42,0,4,0
厦门,25,0,2,0
宁德,23,0,4,0
漳州,16,0,3,0
南平,16,0,1,0
三明,13,0,1,0
龙岩,6,0,0,0
西安,96,0,10,0
安康,21,0,5,0
汉中,21,0,0,0
咸阳,16,0,2,0
宝鸡,13,0,2,0
渭南,13,0,0,0
延安,8,0,1,0
铜川,8,0,4,0
商洛,7,0,1,0
榆林,3,0,0,0
韩城,1,0,0,0
杨凌,1,0,0,0
沧州,28,0,6,1
邯郸,27,0,2,0
唐山,27,0,2,0
石家庄,24,0,3,0
廊坊,22,0,4,0
保定,21,0,8,0
邢台,21,0,4,1
张家口,14,0,1,0
衡水,8,0,0,0
承德,7,0,0,0
秦皇岛,7,0,0,0
南宁,35,0,2,0
北海,33,0,3,0
桂林,29,0,5,0
柳州,20,0,3,0
河池,19,0,0,1
防城港,16,0,1,0
玉林,9,0,1,0
钦州,8,0,0,0
贵港,7,0,0,0
来宾,7,0,0,0
梧州,5,0,3,0
贺州,4,0,0,0
百色,3,0,0,0
昆明,41,0,6,0
西双版纳,15,0,2,0
玉溪,14,0,2,0
昭通,12,0,1,0
曲靖,11,0,1,0
大理,11,0,2,0
保山,9,0,0,0
丽江,7,0,1,0
红河,5,0,1,0
德宏,5,0,0,0
普洱,4,0,0,0
楚雄,4,0,0,0
临沧,1,0,0,0
文山,1,0,0,0
待明确地区,0,0,1,0
三亚,40,0,10,1
海口,23,0,2,0
万宁,12,0,0,0
儋州,11,0,1,0
澄迈,7,0,1,1
琼海,6,0,0,0
临高,5,0,0,0
昌江,5,0,0,0
陵水,4,0,0,0
东方,3,0,0,0
定安,3,0,0,0
文昌,3,0,0,0
保亭,3,0,0,0
乐东,2,0,0,0
琼中,1,0,1,0
晋中,32,0,6,0
运城,18,0,4,0
太原,15,0,1,0
大同,11,0,3,0
晋城,8,0,2,0
长治,7,0,0,0
朔州,6,0,1,0
吕梁,6,0,3,0
忻州,6,0,0,0
阳泉,4,0,0,0
临汾,2,0,1,0
沈阳,26,0,3,0
大连,16,0,3,0
盘锦,11,0,0,0
锦州,10,0,1,0
葫芦岛,9,0,0,0
丹东,7,0,1,0
阜新,7,0,0,0
朝阳,6,0,0,0
本溪,3,0,0,0
铁岭,3,0,0,0
辽阳,3,0,0,0
鞍山,3,0,0,0
营口,1,0,0,0
贵阳,22,0,1,0
毕节,21,0,0,0
遵义,15,0,1,0
六盘水,10,0,0,1
铜仁,7,0,2,0
黔南州,7,0,3,0
黔东南州,6,0,0,0
黔西南州,4,0,0,0
安顺,4,0,0,0
宝坻区,31,0,0,1
河东区,10,0,1,0
河北区,10,0,1,0
和平区,6,0,1,0
外地来津人员,6,0,0,0
河西区,4,0,0,0
西青区,4,0,0,0
宁河区,4,0,0,0
东丽区,4,0,0,0
滨海新区,3,0,0,0
南开区,3,0,0,0
红桥区,2,0,1,0
津南区,1,0,0,0
北辰区,1,0,0,0
武清区,1,0,0,0
兰州,33,0,5,1
天水,12,0,1,0
定西,8,0,1,0
甘南,6,0,0,0
陇南,4,0,0,0
白银,4,0,0,0
平凉,4,0,0,0
临夏,3,0,2,0
张掖,2,0,0,0
庆阳,2,0,0,0
金昌,1,0,0,0
待明确地区,0,0,3,0
长春,37,0,1,0
四平市,12,0,0,1
公主岭,6,0,1,0
辽源,6,0,0,0
吉林市,5,0,2,0
延边,5,0,0,0
通化,3,0,0,0
松原,2,0,1,0
梅河口,1,0,0,0
白城,1,0,0,0
鄂尔多斯,11,0,2,0
包头,10,0,0,0
呼和浩特,7,0,0,0
巴彦淖尔,6,0,0,0
呼伦贝尔,5,0,1,0
赤峰,4,0,1,0
通辽,3,0,0,0
乌兰察布,3,0,0,0
锡林郭勒盟,2,0,1,0
乌海市,2,0,0,0
兴安盟,1,0,0,0
银川,28,0,5,0
吴忠,10,0,4,0
中卫,3,0,2,0
固原,2,0,2,0
宁东,1,0,0,0
石嘴山,1,0,0,0
乌鲁木齐,20,0,0,0
伊犁州,10,0,0,0
兵团第九师,4,0,0,0
巴州,3,0,0,0
昌吉州,2,0,0,0
吐鲁番,1,0,0,0
兵团第七师,1,0,0,0
兵团第八师石河子市,1,0,0,0
阿克苏地区,1,0,0,0
兵团第六师五家渠市,1,0,0,0
兵团第十二师,1,0,0,0
西宁,15,0,3,0
海北州,3,0,0,0
拉萨,1,0,0,0
